Age,Male,Female
0,1.02,1.3
1,1.02,1.3
2,1.02,1.3
3,1.02,1.3
4,1.02,1.3
5,1.02,1.3
6,1.02,1.3
7,1.02,1.3
8,1.02,1.3
9,1.02,1.3
10,1.02,1.3
11,1.02,1.3
12,1.02,1.3
13,1.02,1.3
14,1.02,1.3
15,1.02,1.3
16,1.02,1.3
17,1.02,1.3
18,1.02,1.3
19,1.02,1.3
20,1.02,1.3
21,1.02,1.3
22,1.02,1.3
23,1.02,1.3
24,1.02,1.3
25,1.02,1.3
26,1.02,1.3
27,1.02,1.3
28,1.02,1.3
29,1.02,1.3
30,1.02,1.3
31,1.02,1.3
32,1.02,1.3
33,1.02,1.3
34,1.02,1.3
35,1.02,1.3
36,1.02,1.3
37,1.02,1.3
38,1.02,1.3
39,1.02,1.3
40,1.02,1.3
41,1.02,1.3
42,1.02,1.3
43,1.02,1.3
44,1.02,1.3
45,1.02,1.3
46,1.02,1.3
47,1.02,1.3
48,1.02,1.3
49,1.02,1.3
50,1.02,1.3
51,1.02,1.3
52,1.02,1.3
53,1.02,1.3
54,1.02,1.3
55,1.02,1.3
56,1.02,1.3
57,1.02,1.3
58,1.02,1.3
59,1.02,1.3
60,1.02,1.3
61,1.02,1.3
62,1.02,1.3
63,1.02,1.3
64,1.02,1.3
65,1.02,1.3
66,1.02,1.3
67,1.02,1.3
68,1.02,1.3
69,1.02,1.3
70,1.02,1.3
71,1.02,1.3
72,1.02,1.3
73,1.02,1.3
74,1.02,1.3
75,1.02,1.3
76,1.02,1.3
77,1.02,1.3
78,1.02,1.3
79,1.02,1.3
80,1.02,1.3
81,1.02,1.3
82,1.02,1.3
83,1.02,1.3
84,1.02,1.3
85,1.02,1.3
86,1.02,1.3
87,1.02,1.3
88,1.02,1.3
89,1.02,1.3
90,1.02,1.3
91,1.02,1.3
92,1.02,1.3
93,1.02,1.3
94,1.02,1.3
95,1.02,1.3
96,1.02,1.3
97,1.02,1.3
98,1.02,1.3
99,1.02,1.3
100,1.02,1.3
101,1.02,1.3
102,1.02,1.3
103,1.02,1.3
104,1.02,1.3
105,1.02,1.3
106,1.02,1.3
107,1.02,1.3
108,1.02,1.3
109,1.02,1.3
110,1.02,1.3
