Age,18,22.1,24.6,26.3,28.3,32.4,50
0,1,1,1.09,1.25,1.63,1.51,1.51
1,1,1,1.09,1.25,1.63,1.51,1.51
2,1,1,1.09,1.25,1.63,1.51,1.51
3,1,1,1.09,1.25,1.63,1.51,1.51
4,1,1,1.09,1.25,1.63,1.51,1.51
5,1,1,1.09,1.25,1.63,1.51,1.51
6,1,1,1.09,1.25,1.63,1.51,1.51
7,1,1,1.09,1.25,1.63,1.51,1.51
8,1,1,1.09,1.25,1.63,1.51,1.51
9,1,1,1.09,1.25,1.63,1.51,1.51
10,1,1,1.09,1.25,1.63,1.51,1.51
11,1,1,1.09,1.25,1.63,1.51,1.51
12,1,1,1.09,1.25,1.63,1.51,1.51
13,1,1,1.09,1.25,1.63,1.51,1.51
14,1,1,1.09,1.25,1.63,1.51,1.51
15,1,1,1.09,1.25,1.63,1.51,1.51
16,1,1,1.09,1.25,1.63,1.51,1.51
17,1,1,1.09,1.25,1.63,1.51,1.51
18,1,1,1.09,1.25,1.63,1.51,1.51
19,1,1,1.09,1.25,1.63,1.51,1.51
20,1,1,1.09,1.25,1.63,1.51,1.51
21,1,1,1.09,1.25,1.63,1.51,1.51
22,1,1,1.09,1.25,1.63,1.51,1.51
23,1,1,1.09,1.25,1.63,1.51,1.51
24,1,1,1.09,1.25,1.63,1.51,1.51
25,1,1,1.09,1.25,1.63,1.51,1.51
26,1,1,1.09,1.25,1.63,1.51,1.51
27,1,1,1.09,1.25,1.63,1.51,1.51
28,1,1,1.09,1.25,1.63,1.51,1.51
29,1,1,1.09,1.25,1.63,1.51,1.51
30,1,1,1.09,1.25,1.63,1.51,1.51
31,1,1,1.09,1.25,1.63,1.51,1.51
32,1,1,1.09,1.25,1.63,1.51,1.51
33,1,1,1.09,1.25,1.63,1.51,1.51
34,1,1,1.09,1.25,1.63,1.51,1.51
35,1,1,1.09,1.25,1.63,1.51,1.51
36,1,1,1.09,1.25,1.63,1.51,1.51
37,1,1,1.09,1.25,1.63,1.51,1.51
38,1,1,1.09,1.25,1.63,1.51,1.51
39,1,1,1.09,1.25,1.63,1.51,1.51
40,1,1,1.09,1.25,1.63,1.51,1.51
41,1,1,1.09,1.25,1.63,1.51,1.51
42,1,1,1.09,1.25,1.63,1.51,1.51
43,1,1,1.09,1.25,1.63,1.51,1.51
44,1,1,1.09,1.25,1.63,1.51,1.51
45,1,1,1.09,1.25,1.63,1.51,1.51
46,1,1,1.09,1.25,1.63,1.51,1.51
47,1,1,1.09,1.25,1.63,1.51,1.51
48,1,1,1.09,1.25,1.63,1.51,1.51
49,1,1,1.09,1.25,1.63,1.51,1.51
50,1,1,1.09,1.25,1.63,1.51,1.51
51,1,1,1.09,1.25,1.63,1.51,1.51
52,1,1,1.09,1.25,1.63,1.51,1.51
53,1,1,1.09,1.25,1.63,1.51,1.51
54,1,1,1.09,1.25,1.63,1.51,1.51
